player1,character1,player2,character2,duel,r1_p1,r2_p1,r3_p1,r4_p1,r5_p1,r1_p2,r2_p2,r3_p2,r4_p2,r5_p2,video,event,playlist,brackets,platform,game,version,region,duel_type,p1_team,p2_team,season,stage
Sebas,Yoshimitsu,wylde,Nightmare,8,LB,W,LB,LB,0,W,LB,W,W,0,https://youtu.be/sUiY612TRtA,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Ostrheinsburg Castle: Hall of the Chosen
Junixart,Talim,E1000,Taki,9,LB,W,W,LB,PL,W,LB,LY,W,PW,https://youtu.be/TlVuF8mpKE0,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Gairyu Isle
Junixart,Talim,E1000,Taki,9,LB,LY,LB,0,0,W,W,W,0,0,https://youtu.be/TlVuF8mpKE0,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Motien Pass Ruins
Gontranno,Tira,Sebas,Yoshimitsu,10,W,W,LY,PL,LY,LY,LY,W,PW,W,https://youtu.be/u9pFUccqhEo,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Murakumo Shrine Grounds
Gontranno,Tira,Sebas,Yoshimitsu,10,W,W,LB,LY,W,LY,LB,W,W,LB,https://youtu.be/u9pFUccqhEo,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Murakumo Shrine Grounds
Sebas,Yoshimitsu,Gontranno,Tira,10,LY,W,LB,LB,0,W,LB,W,W,0,https://youtu.be/u9pFUccqhEo,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Replica Kaer Morhen
E1000,Azwel,Gontranno,Tira,11,W,W,W,0,0,LB,LB,LY,0,0,https://youtu.be/7eMr851v28U,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Murakumo Shrine Grounds
Gontranno,Mitsurugi,E1000,Azwel,11,LY,W,LB,LB,0,W,LB,W,W,0,https://youtu.be/7eMr851v28U,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Kunpaetku Temple: Serpentine Banquet
wylde,Nightmare,Marv,Seong Mi-na,12,W,LB,LB,W,LB,LB,W,W,LB,W,https://youtu.be/SpZfqpmULus,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Windswept Plains
wylde,Nightmare,Marv,Seong Mi-na,12,LB,LB,LY,0,0,W,W,W,0,0,https://youtu.be/SpZfqpmULus,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Cursed Moonlit Woods
wylde,Nightmare,Marv,Seong Mi-na,12,W,LB,LB,LB,0,LB,W,W,W,0,https://youtu.be/SpZfqpmULus,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Cursed Moonlit Woods
E1000,Taki,wylde,Nightmare,13,LB,W,LB,W,LY,W,LY,W,LB,W,https://youtu.be/34WnDkM87-k,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Snow-capped Showdown
E1000,Taki,wylde,Nightmare,13,W,LB,LY,W,LB,LB,W,W,LB,W,https://youtu.be/34WnDkM87-k,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Windswept Plains
E1000,Azwel,wylde,Nightmare,13,W,LB,W,LB,W,LB,W,LB,W,LB,https://youtu.be/34WnDkM87-k,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Shrine of Eurydice: Cloud Sanctuary
wylde,Nightmare,E1000,Azwel,13,W,W,LB,W,0,LB,LY,W,LY,0,https://youtu.be/34WnDkM87-k,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Cursed Moonlit Woods
Marv,Seong Mi-na,wylde,Nightmare,14,W,W,LB,W,0,LB,LY,W,LB,0,https://youtu.be/-Jadcf2Vksc,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Indian Port: Impending Storm
wylde,Nightmare,Marv,Seong Mi-na,14,W,LB,LY,LY,0,LY,W,W,W,0,https://youtu.be/-Jadcf2Vksc,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Azure Horizon
wylde,Nightmare,Marv,Seong Mi-na,14,LB,W,LB,LB,0,W,LY,W,W,0,https://youtu.be/-Jadcf2Vksc,SSLTSE 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7pZWF1-L6_1yv21GqDFH8-,https://challonge.com/es/4a7q9j9o,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Azure Horizon
Ozkuervo,Maxi,DaiaNerdKilik,Kilik,1,LY,LB,W,W,PL,W,W,LB,LB,PW,https://youtu.be/1kXXAeZsZIM,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Snow-capped Showdown
Ozkuervo,Maxi,DaiaNerdKilik,Kilik,1,PW,LB,LB,W,LY,PL,W,W,LB,W,https://youtu.be/1kXXAeZsZIM,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,City Ruins: Eternal Apocalypse
DaiaNerdKilik,Kilik,Ozkuervo,Maxi,1,LB,W,W,LB,LY,W,LB,LB,W,W,https://youtu.be/1kXXAeZsZIM,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,City Ruins: Eternal Apocalypse
DaiaNerdKilik,Kilik,Ozkuervo,Maxi,1,W,W,W,0,0,LY,LY,LB,0,0,https://youtu.be/1kXXAeZsZIM,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Replica Kaer Morhen
Ozkuervo,Maxi,DaiaNerdKilik,Kilik,1,LB,LB,LY,0,0,W,W,W,0,0,https://youtu.be/1kXXAeZsZIM,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Replica Kaer Morhen
Ozkuervo,Maxi,DaiaNerdKilik,Kilik,1,LB,LY,LB,0,0,W,W,W,0,0,https://youtu.be/1kXXAeZsZIM,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Master Swordman's Cave: Azure Horizon
Sagadalius,Voldo,Lang,Cassandra,2,W,LB,PL,LB,0,LY,W,PW,W,0,https://youtu.be/Pl9lZziAmfI,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Murakumo Shrine Grounds
Sagadalius,Voldo,Lang,Cassandra,2,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/Pl9lZziAmfI,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Master Swordman's Cave: Azure Horizon
Sagadalius,Voldo,Lang,Cassandra,2,W,PL,PL,LB,0,LB,PW,PW,W,0,https://youtu.be/Pl9lZziAmfI,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Kunpaetku Temple: Serpentine Banquet
Sagadalius,Voldo,Lang,Cassandra,2,PW,LY,LB,LB,0,PL,W,W,W,0,https://youtu.be/Pl9lZziAmfI,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Master Swordman's Cave: Azure Horizon
Sagadalius,Voldo,Lang,Cassandra,2,LB,LB,LY,0,0,W,W,W,0,0,https://youtu.be/Pl9lZziAmfI,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Shrine of Eurydice: Cloud Sanctuary
BadGato,Setsuka,Gontranno,Mitsurugi,3,LY,LB,W,LB,0,W,W,LB,W,0,https://youtu.be/JQ3V0898A3c,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Indian Port: Impending Storm
BadGato,Setsuka,Gontranno,Mitsurugi,3,LB,LY,W,W,LY,W,W,LB,LY,W,https://youtu.be/JQ3V0898A3c,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Shrine of Eurydice: Cloud Sanctuary
BadGato,Setsuka,Gontranno,Mitsurugi,3,LB,LB,W,W,W,W,W,LB,LB,LB,https://youtu.be/JQ3V0898A3c,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Ostrheinsburg Castle: Hall of the Chosen
Gontranno,Mitsurugi,BadGato,Setsuka,3,W,W,LB,W,0,LB,LY,W,LB,0,https://youtu.be/JQ3V0898A3c,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Sunken Desert Ruins
BadGato,Setsuka,Gontranno,Mitsurugi,3,LY,W,LB,W,LB,W,LB,W,LB,W,https://youtu.be/JQ3V0898A3c,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Cursed Moonlit Woods
BadGato,Setsuka,Gontranno,Mitsurugi,3,LY,PL,LB,0,0,W,PW,W,0,0,https://youtu.be/JQ3V0898A3c,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,City Ruins: Eternal Apocalypse
wylde,Nightmare,Sebas,Yoshimitsu,4,W,W,W,0,0,LB,LB,LB,0,0,https://youtu.be/iJgO7317ZeQ,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Master Swordman's Cave: Azure Horizon
Sebas,Yoshimitsu,wylde,Nightmare,4,LB,W,W,LB,LB,W,LB,LY,W,W,https://youtu.be/iJgO7317ZeQ,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Shrine of Eurydice: Cloud Sanctuary
Sebas,Yoshimitsu,wylde,Nightmare,4,LB,LB,PL,0,0,W,W,PW,0,0,https://youtu.be/iJgO7317ZeQ,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Master Swordman's Cave: Azure Horizon
Sebas,Yoshimitsu,wylde,Nightmare,4,LB,LY,LY,0,0,W,W,W,0,0,https://youtu.be/iJgO7317ZeQ,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Silver Wolves' Haven
Sebas,Yoshimitsu,wylde,Nightmare,4,W,PL,LB,W,LY,LY,PW,W,LB,W,https://youtu.be/iJgO7317ZeQ,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Cursed Moonlit Woods
Mastodon,Talim,Kyorage,Hilde,5,LY,W,LB,LY,0,W,LY,W,W,0,https://youtu.be/SuXSaXJs0qg,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Murakumo Shrine Grounds
Mastodon,Talim,Kyorage,Hilde,5,LY,LB,W,PL,0,W,W,LB,PW,0,https://youtu.be/SuXSaXJs0qg,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Replica Kaer Morhen
Mastodon,Talim,Kyorage,Hilde,5,W,LB,LB,W,LY,LY,W,W,LY,W,https://youtu.be/SuXSaXJs0qg,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Sunken Desert Ruins
Mastodon,Talim,Kyorage,Hilde,5,W,W,LB,LB,LY,LB,LB,W,W,W,https://youtu.be/SuXSaXJs0qg,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Windswept Plains
Mastodon,Talim,Kyorage,Hilde,5,LB,W,LY,LY,0,W,LB,W,W,0,https://youtu.be/SuXSaXJs0qg,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Silver Wolves' Haven
Mistralero,Zasalamel,Junixart,Talim,6,W,LB,PL,LB,0,LY,W,PW,W,0,https://youtu.be/5RIrcP_kEDI,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Sunken Desert Ruins
Mistralero,Zasalamel,Junixart,Talim,6,LY,LY,W,LB,0,W,W,LY,W,0,https://youtu.be/5RIrcP_kEDI,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Sunken Desert Ruins
Mistralero,Zasalamel,Junixart,Talim,6,LY,LY,LY,0,0,W,W,W,0,0,https://youtu.be/5RIrcP_kEDI,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Sunken Desert Ruins
Mistralero,Zasalamel,Junixart,Talim,6,PL,LB,LY,0,0,PW,W,W,0,0,https://youtu.be/5RIrcP_kEDI,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Sunken Desert Ruins
Mistralero,Zasalamel,Junixart,Talim,6,W,LB,LB,W,LB,LY,W,W,LY,W,https://youtu.be/5RIrcP_kEDI,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Sunken Desert Ruins
DaiaNerdKilik,Kilik,Lang,Sophitia,7,LB,LB,PL,0,0,W,W,PW,0,0,https://youtu.be/0TinCko1Ky4,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Astral Chaos: Tide of the Damned
DaiaNerdKilik,Kilik,Lang,Sophitia,7,W,LY,LB,LB,0,LY,W,W,W,0,https://youtu.be/0TinCko1Ky4,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Murakumo Shrine Grounds
DaiaNerdKilik,Kilik,Lang,Sophitia,7,LY,LY,LB,0,0,W,W,W,0,0,https://youtu.be/0TinCko1Ky4,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Silver Wolves' Haven
DaiaNerdKilik,Kilik,Lang,Sophitia,7,LY,LY,W,LY,0,W,W,LB,W,0,https://youtu.be/0TinCko1Ky4,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Shrine of Eurydice: Cloud Sanctuary
DaiaNerdKilik,Kilik,Lang,Sophitia,7,LB,LB,LY,0,0,W,W,W,0,0,https://youtu.be/0TinCko1Ky4,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Master Swordman's Cave: Azure Horizon
Gontranno,Tira,Junixart,Seong Mi-na,8,LB,W,LB,LY,0,W,LY,W,W,0,https://youtu.be/ZDSHw7Bk2fU,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Kunpaetku Temple: Serpentine Banquet
Gontranno,Tira,Junixart,Seong Mi-na,8,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/ZDSHw7Bk2fU,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Indian Port: Impending Storm
Gontranno,Astaroth,Junixart,Seong Mi-na,8,W,LY,PW,W,0,LY,W,PL,LY,0,https://youtu.be/ZDSHw7Bk2fU,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Sunken Desert Ruins
Junixart,Seong Mi-na,Gontranno,Astaroth,8,W,LB,PW,LB,W,LB,W,PL,W,LB,https://youtu.be/ZDSHw7Bk2fU,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Snow-capped Showdown
Gontranno,Astaroth,Junixart,Seong Mi-na,8,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/ZDSHw7Bk2fU,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Gairyu Isle
Gontranno,Astaroth,Junixart,Seong Mi-na,8,LY,W,W,LY,LB,W,LB,LB,W,W,https://youtu.be/ZDSHw7Bk2fU,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Sunken Desert Ruins
wylde,Nightmare,Kyorage,Hilde,9,W,W,W,0,0,LY,LB,LY,0,0,https://youtu.be/iSKPJ2RJ0QY,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Kunpaetku Temple: Serpentine Banquet
Kyorage,Hilde,wylde,Nightmare,9,LB,PL,LB,0,0,W,PW,W,0,0,https://youtu.be/iSKPJ2RJ0QY,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Indian Port: Impending Storm
Kyorage,Hilde,wylde,Nightmare,9,LY,LY,LB,0,0,W,W,W,0,0,https://youtu.be/iSKPJ2RJ0QY,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,City Ruins: Eternal Apocalypse
Kyorage,Hilde,wylde,Nightmare,9,W,LB,W,LB,LB,LY,W,LB,W,W,https://youtu.be/iSKPJ2RJ0QY,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Cursed Moonlit Woods
Kyorage,Hilde,wylde,Nightmare,9,W,PL,LB,LY,0,LB,PW,W,W,0,https://youtu.be/iSKPJ2RJ0QY,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Windswept Plains
BadGato,Setsuka,Mistralero,Zasalamel,10,W,W,LY,LY,LY,LB,LY,W,W,W,https://youtu.be/ca0YFszm4ss,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Silver Wolves' Haven
BadGato,Setsuka,Mistralero,Zasalamel,10,LB,W,LY,LY,0,W,LY,W,W,0,https://youtu.be/ca0YFszm4ss,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Silver Wolves' Haven
BadGato,Setsuka,Mistralero,Zasalamel,10,LY,LY,W,LY,0,W,W,LB,W,0,https://youtu.be/ca0YFszm4ss,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Silver Wolves' Haven
BadGato,Setsuka,Mistralero,Zasalamel,10,W,LB,W,LB,LB,LB,W,LB,W,W,https://youtu.be/ca0YFszm4ss,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Silver Wolves' Haven
BadGato,Setsuka,Mistralero,Zasalamel,10,LY,W,LB,LY,0,W,LY,W,W,0,https://youtu.be/ca0YFszm4ss,SSLL 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4Z4kFd9QAqGdHprsVtaN9c,https://challonge.com/es/u5nndbg4,PS4,Soul Calibur VI,2.31,SAS,FT5,,,S2,Silver Wolves' Haven
