player1,character1,player2,character2,duel,r1_p1,r2_p1,r3_p1,r4_p1,r5_p1,r1_p2,r2_p2,r3_p2,r4_p2,r5_p2,video,event,playlist,brackets,platform,game,version,region,duel_type,p1_team,p2_team,season,stage
wylde,Nightmare,raynarrok,Setsuka,1,LB,W,LB,W,LB,W,LB,W,LY,W,https://youtu.be/Rm77d1E42fQ,SSLT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6ZiRWzJXVsK5VHshUWUXNN,https://challonge.com/mgqcaxzc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Windswept Plains
wylde,Nightmare,raynarrok,Setsuka,1,W,W,W,0,0,LY,LY,LB,0,0,https://youtu.be/Rm77d1E42fQ,SSLT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6ZiRWzJXVsK5VHshUWUXNN,https://challonge.com/mgqcaxzc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Windswept Plains
raynarrok,Setsuka,wylde,Nightmare,1,LY,W,PL,LY,0,W,LY,PW,W,0,https://youtu.be/Rm77d1E42fQ,SSLT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6ZiRWzJXVsK5VHshUWUXNN,https://challonge.com/mgqcaxzc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Cursed Moonlit Woods
Kovas,Ivy,wylde,Nightmare,2,LB,W,LB,LB,0,W,LY,W,W,0,https://youtu.be/C2mgUuDnLaI,SSLT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6ZiRWzJXVsK5VHshUWUXNN,https://challonge.com/mgqcaxzc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Silver Wolves' Haven
Kovas,Ivy,wylde,Nightmare,2,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/C2mgUuDnLaI,SSLT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6ZiRWzJXVsK5VHshUWUXNN,https://challonge.com/mgqcaxzc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Kunpaetku Temple: Serpentine Banquet
Kovas,Setsuka,wylde,Nightmare,2,LY,LB,LB,0,0,W,W,W,0,0,https://youtu.be/C2mgUuDnLaI,SSLT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6ZiRWzJXVsK5VHshUWUXNN,https://challonge.com/mgqcaxzc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Windswept Plains
raynarrok,Setsuka,Kovas,Ivy,3,W,LB,W,LB,W,LB,W,LB,W,LY,https://youtu.be/o4nlARFmXcA,SSLT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6ZiRWzJXVsK5VHshUWUXNN,https://challonge.com/mgqcaxzc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Snow-capped Showdown
Kovas,Ivy,raynarrok,Setsuka,3,W,LY,LB,W,LB,LB,W,W,LB,W,https://youtu.be/o4nlARFmXcA,SSLT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6ZiRWzJXVsK5VHshUWUXNN,https://challonge.com/mgqcaxzc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Silver Wolves' Haven
Kovas,Ivy,raynarrok,Setsuka,3,LY,LY,LY,0,0,W,W,W,0,0,https://youtu.be/o4nlARFmXcA,SSLT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6ZiRWzJXVsK5VHshUWUXNN,https://challonge.com/mgqcaxzc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Indian Port: Impending Storm
wylde,Nightmare,raynarrok,Setsuka,4,LB,W,LB,LY,0,W,LB,W,W,0,https://youtu.be/QrzOcS2Fseg,SSLT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6ZiRWzJXVsK5VHshUWUXNN,https://challonge.com/mgqcaxzc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Sunken Desert Ruins
wylde,Nightmare,raynarrok,Setsuka,4,W,W,W,0,0,LY,LB,LB,0,0,https://youtu.be/QrzOcS2Fseg,SSLT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6ZiRWzJXVsK5VHshUWUXNN,https://challonge.com/mgqcaxzc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Silver Wolves' Haven
raynarrok,Setsuka,wylde,Nightmare,4,LY,LY,LB,0,0,W,W,W,0,0,https://youtu.be/QrzOcS2Fseg,SSLT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6ZiRWzJXVsK5VHshUWUXNN,https://challonge.com/mgqcaxzc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Azure Horizon
raynarrok,Setsuka,wylde,Nightmare,4,LY,LB,LY,0,0,W,W,W,0,0,https://youtu.be/QrzOcS2Fseg,SSLT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6ZiRWzJXVsK5VHshUWUXNN,https://challonge.com/mgqcaxzc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Silver Wolves' Haven
Kyorage,Hilde,Junixart,Talim,1,W,LB,PL,W,LB,LY,W,PW,LB,W,https://youtu.be/fAeRytHKAzE,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Sunken Desert Ruins
Kyorage,Hilde,Junixart,Talim,1,W,LB,W,LY,LB,LB,W,LB,W,W,https://youtu.be/fAeRytHKAzE,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Windswept Plains
Junixart,Talim,raynarrok,Setsuka,2,W,LY,LY,W,W,LB,W,W,LB,LB,https://youtu.be/HRO6tbiXl0s,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Kunpaetku Temple: Serpentine Banquet
raynarrok,Setsuka,Junixart,Talim,2,PL,PL,LB,0,0,PW,PW,W,0,0,https://youtu.be/HRO6tbiXl0s,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Ostrheinsburg Castle: Hall of the Chosen
Edu Bushi,Mitsurugi,Mastodon,Xianghua,3,W,W,LB,LB,W,LB,LB,W,W,LY,https://youtu.be/5X91A4_GiWE,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Indian Port: Impending Storm
Mastodon,Seong Mi-na,Edu Bushi,Mitsurugi,3,LB,LB,W,LY,0,W,W,LB,W,0,https://youtu.be/5X91A4_GiWE,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Azure Horizon
Mastodon,Talim,raynarrok,Setsuka,4,LB,LB,W,LY,0,W,W,LB,W,0,https://youtu.be/sfar4wH94h8,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Shrine of Eurydice: Cloud Sanctuary
Mastodon,Talim,raynarrok,Setsuka,4,W,W,PW,0,0,LB,LY,PL,0,0,https://youtu.be/sfar4wH94h8,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Ostrheinsburg Castle: Hall of the Chosen
raynarrok,Setsuka,Mastodon,Talim,4,W,W,LY,W,0,LY,LY,W,LB,0,https://youtu.be/sfar4wH94h8,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Kunpaetku Temple: Serpentine Banquet
Edu Bushi,Mitsurugi,Junixart,Talim,5,LB,W,LB,LY,0,W,LB,W,W,0,https://youtu.be/Lx9sFTsmNY8,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Silver Wolves' Haven
Edu Bushi,Mitsurugi,Junixart,Talim,5,W,LY,LB,LY,0,LB,W,W,W,0,https://youtu.be/Lx9sFTsmNY8,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Azure Horizon
Edu Bushi,Mitsurugi,Junixart,Talim,5,W,W,LB,LB,LB,LB,LY,W,W,W,https://youtu.be/Lx9sFTsmNY8,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Indian Port: Impending Storm
raynarrok,Setsuka,Kyorage,Nightmare,6,LB,W,PL,W,W,W,LB,PW,LB,LY,https://youtu.be/5U1WvWgWgcw,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Replica Kaer Morhen
Kyorage,Nightmare,raynarrok,Setsuka,6,W,W,LB,LB,W,LY,LB,W,W,LB,https://youtu.be/5U1WvWgWgcw,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Cursed Moonlit Woods
raynarrok,Hilde,Kyorage,Nightmare,6,W,W,LB,LY,PW,LB,LB,W,W,PL,https://youtu.be/5U1WvWgWgcw,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
Edu Bushi,Mitsurugi,raynarrok,Amy,7,LB,LB,W,PW,PL,W,W,LB,PL,PW,https://youtu.be/gIRTY5-D_mc,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Shrine of Eurydice: Cloud Sanctuary
Edu Bushi,Mitsurugi,raynarrok,Amy,7,LB,W,W,PW,0,W,LB,LB,PL,0,https://youtu.be/gIRTY5-D_mc,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Ostrheinsburg Castle: Hall of the Chosen
raynarrok,Talim,Edu Bushi,Mitsurugi,7,LY,LY,W,W,W,W,W,LB,LY,LB,https://youtu.be/gIRTY5-D_mc,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Kunpaetku Temple: Serpentine Banquet
Edu Bushi,Mitsurugi,raynarrok,Talim,7,LY,LB,W,LB,0,W,W,LY,W,0,https://youtu.be/gIRTY5-D_mc,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,City Ruins: Eternal Apocalypse
Junixart,Talim,raynarrok,Setsuka,8,LB,LY,W,LY,0,W,W,LY,W,0,https://youtu.be/iSKu9AJqFlE,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Ostrheinsburg Castle: Hall of the Chosen
Junixart,Talim,raynarrok,Setsuka,8,LB,LB,W,W,W,W,W,LY,LY,LY,https://youtu.be/iSKu9AJqFlE,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Silver Wolves' Haven
raynarrok,Setsuka,Junixart,Talim,8,LB,LY,LB,0,0,W,W,W,0,0,https://youtu.be/iSKu9AJqFlE,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Wicked Depths
raynarrok,Setsuka,Junixart,Talim,8,LY,W,LB,W,LB,W,LB,W,LY,W,https://youtu.be/iSKu9AJqFlE,SSLT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5JifOnEMH9G_j2b2Qv942f,https://challonge.com/e9sxqmnk,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Astral Chaos: Tide of the Damned
raynarrok,Setsuka,Ubitreides,Setsuka,1,LY,W,W,W,0,W,LB,LB,LB,0,https://youtu.be/WFUpTT9-F2g,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Shrine of Eurydice: Cloud Sanctuary
Ubitreides,Setsuka,raynarrok,Setsuka,1,W,W,W,0,0,LB,LB,LB,0,0,https://youtu.be/WFUpTT9-F2g,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,City Ruins: Eternal Apocalypse
raynarrok,Setsuka,Ubitreides,Setsuka,1,W,W,LB,W,0,LB,LY,W,LB,0,https://youtu.be/WFUpTT9-F2g,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
zen-x,Mitsurugi,Sigfrancis,Siegfried,2,W,LB,LY,W,W,LB,W,W,LB,LY,https://youtu.be/ENMj-g3TQ6g,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Azure Horizon
Sigfrancis,Siegfried,zen-x,Mitsurugi,2,W,LY,W,LB,W,LB,W,LB,W,LY,https://youtu.be/ENMj-g3TQ6g,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Kunpaetku Temple: Serpentine Banquet
zen-x,Mitsurugi,Sigfrancis,Siegfried,2,LY,PW,W,W,0,W,PL,LB,LB,0,https://youtu.be/ENMj-g3TQ6g,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Ostrheinsburg Castle: Hall of the Chosen
DonMarlboro,Nightmare,JaffarWolf,Geralt,3,LB,LB,W,LB,0,W,W,LB,W,0,https://youtu.be/rpwNqy03TyU,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Windswept Plains
DonMarlboro,Nightmare,JaffarWolf,Geralt,3,W,W,LY,W,0,LB,LB,W,LB,0,https://youtu.be/rpwNqy03TyU,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Motien Pass Ruins
JaffarWolf,Groh,DonMarlboro,Nightmare,3,W,W,PL,W,0,LY,LB,PW,LB,0,https://youtu.be/rpwNqy03TyU,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Sunken Desert Ruins
Eche,Seong Mi-na,wylde,Nightmare,4,W,PL,W,LB,W,LB,PW,LB,W,LY,https://youtu.be/8y18kruwQV0,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Shrine of Eurydice: Cloud Sanctuary
wylde,Nightmare,Eche,Seong Mi-na,4,LB,W,LB,W,W,W,LB,W,LY,LY,https://youtu.be/8y18kruwQV0,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Shrine of Eurydice: Cloud Sanctuary
Eche,Seong Mi-na,wylde,Nightmare,4,W,LB,LB,W,LY,LY,W,W,LB,W,https://youtu.be/8y18kruwQV0,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Kunpaetku Temple: Serpentine Banquet
Ubitreides,Setsuka,Sigfrancis,Yoshimitsu,5,LB,PL,LY,0,0,W,PW,W,0,0,https://youtu.be/Vfju7pwMBwI,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Motien Pass Ruins
Ubitreides,Setsuka,Sigfrancis,Yoshimitsu,5,LB,W,W,LB,W,W,LB,LY,W,LY,https://youtu.be/Vfju7pwMBwI,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Shrine of Eurydice: Cloud Sanctuary
Sigfrancis,Yoshimitsu,Ubitreides,Setsuka,5,W,LY,LY,W,LB,LB,W,W,LY,W,https://youtu.be/Vfju7pwMBwI,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Azure Horizon
DonMarlboro,Nightmare,Eche,Seong Mi-na,6,W,LY,W,LB,LB,LB,W,LY,W,W,https://youtu.be/UeFWWJTwiGM,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
DonMarlboro,Nightmare,Eche,Seong Mi-na,6,W,W,LB,W,0,LB,LB,W,LB,0,https://youtu.be/UeFWWJTwiGM,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
Eche,Seong Mi-na,DonMarlboro,Nightmare,6,LY,LB,W,W,W,W,W,LB,LB,LB,https://youtu.be/UeFWWJTwiGM,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
zen-x,Mitsurugi,raynarrok,Setsuka,7,W,LY,W,LY,W,LB,W,LY,W,LB,https://youtu.be/EPNpYq3_w74,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Ostrheinsburg Castle: Hall of the Chosen
raynarrok,Setsuka,zen-x,Mitsurugi,7,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/EPNpYq3_w74,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Sunken Desert Ruins
JaffarWolf,Geralt,wylde,Nightmare,8,LB,W,LB,LB,0,W,LB,W,W,0,https://youtu.be/z1RFr37KAeE,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Murakumo Shrine Grounds
JaffarWolf,Groh,wylde,Nightmare,8,LB,LY,W,LB,0,W,W,LB,W,0,https://youtu.be/z1RFr37KAeE,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Azure Horizon
JaffarWolf,Geralt,Ubitreides,Setsuka,9,W,LB,W,W,0,LB,W,LB,LB,0,https://youtu.be/vldEYFdIE6s,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Azure Horizon
Ubitreides,Setsuka,JaffarWolf,Geralt,9,LY,W,LY,W,W,W,LY,W,LY,LB,https://youtu.be/vldEYFdIE6s,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Indian Port: Impending Storm
JaffarWolf,Geralt,Ubitreides,Setsuka,9,W,LY,W,LB,W,LB,W,LY,W,LB,https://youtu.be/vldEYFdIE6s,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Murakumo Shrine Grounds
raynarrok,Hilde,Eche,Seong Mi-na,10,W,W,W,0,0,LY,LB,LB,0,0,https://youtu.be/Z7uSsr1SLzs,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Gairyu Isle
Eche,Seong Mi-na,raynarrok,Hilde,10,LB,W,LB,LB,0,W,LB,W,W,0,https://youtu.be/Z7uSsr1SLzs,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,City Ruins: Eternal Apocalypse
zen-x,Mitsurugi,wylde,Nightmare,11,W,LB,W,LY,LB,LB,W,LB,W,W,https://youtu.be/vl_mNMwesos,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Ostrheinsburg Castle: Hall of the Chosen
zen-x,Mitsurugi,wylde,Nightmare,11,LY,W,LB,PW,LY,W,LY,W,PL,W,https://youtu.be/vl_mNMwesos,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Sunken Desert Ruins
zen-x,Mitsurugi,wylde,Nightmare,11,W,LB,W,LB,LB,LY,W,LB,W,W,https://youtu.be/vl_mNMwesos,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Gairyu Isle
raynarrok,Zasalamel,JaffarWolf,Geralt,12,W,W,W,0,0,LB,LY,LB,0,0,https://youtu.be/nXuZKng3cIU,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Murakumo Shrine Grounds
JaffarWolf,Raphael,raynarrok,Zasalamel,12,LY,LB,PW,LB,0,W,W,PL,W,0,https://youtu.be/nXuZKng3cIU,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Kunpaetku Temple: Serpentine Banquet
zen-x,Mitsurugi,raynarrok,Talim,13,LB,LB,W,LY,0,W,W,LB,W,0,https://youtu.be/jx20RBfMe9s,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Shrine of Eurydice: Cloud Sanctuary
zen-x,Mitsurugi,raynarrok,Talim,13,LB,LY,W,LB,0,W,W,LB,W,0,https://youtu.be/jx20RBfMe9s,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Cursed Moonlit Woods
zen-x,Mitsurugi,raynarrok,Talim,13,W,W,W,0,0,LB,LB,LB,0,0,https://youtu.be/jx20RBfMe9s,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Azure Horizon
