player1,character1,player2,character2,duel,r1_p1,r2_p1,r3_p1,r4_p1,r5_p1,r1_p2,r2_p2,r3_p2,r4_p2,r5_p2,video,event,playlist,brackets,platform,game,version,region,duel_type,p1_team,p2_team
Sigfrancis,Zasalamel,Kyorage,Taki,4,W,LY,LB,LB,0,LY,W,W,W,0,https://youtu.be/SsF6UEa2xtE,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
Sigfrancis,Yoshimitsu,Kyorage,Taki,4,W,W,W,0,0,LY,LB,LB,0,0,https://youtu.be/SsF6UEa2xtE,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
Kyorage,Sophitia,Sigfrancis,Yoshimitsu,4,W,LB,PW,W,0,LB,W,PL,LY,0,https://youtu.be/SsF6UEa2xtE,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
Fire Red,Cassandra,Camus,Kilik,5,PL,LB,LY,0,0,PW,W,W,0,0,https://youtu.be/MAPngj03kJQ,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
Fire Red,Taki,Camus,Kilik,5,LB,LY,LY,0,0,W,W,W,0,0,https://youtu.be/MAPngj03kJQ,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
Kovas,Ivy,Imano,Haohmaru,6,W,W,W,0,0,LB,LB,LY,0,0,https://youtu.be/A4cOc3pbzPo,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
Imano,Haohmaru,Kovas,Ivy,6,LB,LY,LB,0,0,W,W,W,0,0,https://youtu.be/A4cOc3pbzPo,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
raynarrok,Setsuka,Fire Red,Taki,7,W,LB,LB,W,W,LB,W,W,LY,LY,https://youtu.be/ZKdkpXajD1c,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
Fire Red,Taki,raynarrok,Setsuka,7,LY,LB,W,W,W,W,W,LB,LB,LY,https://youtu.be/ZKdkpXajD1c,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
raynarrok,Setsuka,Fire Red,Taki,7,LB,LB,LY,0,0,W,W,W,0,0,https://youtu.be/ZKdkpXajD1c,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
Kyorage,Hilde,Imano,Haohmaru,8,LB,W,LB,LB,0,W,LB,W,W,0,https://youtu.be/x1M_XMBLqdQ,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
Kyorage,Nightmare,Imano,Haohmaru,8,W,W,W,0,0,LB,LB,LY,0,0,https://youtu.be/x1M_XMBLqdQ,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
Imano,Haohmaru,Kyorage,Nightmare,8,LB,W,LB,LB,0,W,LB,W,W,0,https://youtu.be/x1M_XMBLqdQ,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
Kyorage,Xianghua,Fire Red,Groh,9,LB,W,W,LY,LY,W,LB,LB,W,W,https://youtu.be/nzGylExsar8,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
Kyorage,Sophitia,Fire Red,Groh,9,LB,PL,LB,0,0,W,PW,W,0,0,https://youtu.be/nzGylExsar8,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT2,,
Camus,Kilik,Kovas,Ivy,10,W,W,W,0,0,LB,LB,LB,0,0,https://youtu.be/lv1Jrur2M38,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT3,,
Kovas,Ivy,Camus,Kilik,10,LY,W,LB,LB,0,W,LY,W,W,0,https://youtu.be/lv1Jrur2M38,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT3,,
Kovas,Tira,Camus,Kilik,10,W,LB,LB,LB,0,LB,W,W,W,0,https://youtu.be/lv1Jrur2M38,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT3,,
Fire Red,Groh,Kovas,Ivy,11,LB,LY,LY,0,0,W,W,W,0,0,https://youtu.be/gojsyG2DDAM,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT3,,
Fire Red,Taki,Kovas,Ivy,11,W,W,W,0,0,LY,LY,LY,0,0,https://youtu.be/gojsyG2DDAM,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT3,,
Kovas,Ivy,Fire Red,Taki,11,LY,W,PW,PL,W,W,LY,PL,PW,LY,https://youtu.be/gojsyG2DDAM,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT3,,
Fire Red,Taki,Kovas,Ivy,11,W,W,LY,LY,W,LB,LB,W,W,LB,https://youtu.be/gojsyG2DDAM,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT3,,
Kovas,Ivy,Fire Red,Taki,11,LB,LY,LY,0,0,W,W,W,0,0,https://youtu.be/gojsyG2DDAM,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT3,,
Camus,Kilik,Fire Red,Taki,12,W,W,LB,LY,W,LB,LB,W,W,LY,https://youtu.be/6Ov08Pl2-eY,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT3,,
Fire Red,Taki,Camus,Kilik,12,LB,LY,LY,0,0,W,W,W,0,0,https://youtu.be/6Ov08Pl2-eY,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT3,,
Fire Red,Taki,Camus,Kilik,12,LB,LY,LY,0,0,W,W,W,0,0,https://youtu.be/6Ov08Pl2-eY,SSLT 9,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t5nA6XGgwlhS_2XrL8XvdYq,https://challonge.com/es/2ja9lhxa,PC,Soul Calibur VI,2.31,SAS,FT3,,
Junixart,Talim,Ozkuervo,Maxi,1,W,PW,LY,W,0,LB,PL,W,LB,0,https://youtu.be/Io4MG6DS2xw,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Ozkuervo,Maxi,Junixart,Talim,1,LY,LB,LB,0,0,W,W,W,0,0,https://youtu.be/Io4MG6DS2xw,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Gontranno,Tira,Sebas,Yoshimitsu,2,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/Ctox33hsK4Q,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Gontranno,Astaroth,Sebas,Yoshimitsu,2,LY,LB,W,LY,0,W,W,LB,W,0,https://youtu.be/Ctox33hsK4Q,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Junixart,Talim,raynarrok,Setsuka,3,LY,LY,W,W,W,W,W,LB,LB,LY,https://youtu.be/NA3sFgS5BcU,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT2,,
raynarrok,Setsuka,Junixart,Talim,3,W,LY,LB,W,W,LY,W,W,LY,LB,https://youtu.be/NA3sFgS5BcU,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Junixart,Talim,raynarrok,Setsuka,3,LY,LB,W,LB,0,W,W,LB,W,0,https://youtu.be/NA3sFgS5BcU,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Ozkuervo,Maxi,Gontranno,Astaroth,4,W,LB,PL,PL,0,LB,W,PW,PW,0,https://youtu.be/wF0nkxw497o,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Ozkuervo,Maxi,Gontranno,Astaroth,4,LB,LB,PL,0,0,W,W,PW,0,0,https://youtu.be/wF0nkxw497o,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Junixart,Seong Mi-na,Gontranno,Astaroth,5,W,LB,LY,LY,0,LY,W,W,W,0,https://youtu.be/gcNC5FucZ6M,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Junixart,Seong Mi-na,Gontranno,Astaroth,5,W,LB,W,LB,LY,LY,W,LB,W,W,https://youtu.be/gcNC5FucZ6M,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT2,,
raynarrok,Setsuka,Sebas,Yoshimitsu,6,LY,LY,W,W,W,W,W,LY,LB,LB,https://youtu.be/w6eri0wK67A,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Sebas,Yoshimitsu,raynarrok,Setsuka,6,W,LB,W,W,0,LB,W,LY,LB,0,https://youtu.be/w6eri0wK67A,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
raynarrok,Setsuka,Sebas,Yoshimitsu,6,W,W,W,0,0,LY,LY,LY,0,0,https://youtu.be/w6eri0wK67A,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Sebas,Yoshimitsu,raynarrok,Setsuka,6,LB,W,W,W,0,W,LB,LB,LB,0,https://youtu.be/w6eri0wK67A,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
raynarrok,Setsuka,Sebas,Yoshimitsu,6,LB,W,LB,LY,0,W,LB,W,W,0,https://youtu.be/w6eri0wK67A,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Gontranno,Astaroth,raynarrok,Setsuka,7,W,W,LB,W,0,LY,LB,W,LB,0,https://youtu.be/U3f01eWMC0c,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
raynarrok,Setsuka,Gontranno,Astaroth,7,LB,LB,PL,0,0,W,W,PW,0,0,https://youtu.be/U3f01eWMC0c,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
raynarrok,Setsuka,Gontranno,Astaroth,7,LB,LY,LB,0,0,W,W,W,0,0,https://youtu.be/U3f01eWMC0c,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Sebas,Yoshimitsu,Gontranno,Astaroth,8,LB,W,LB,LB,0,W,LB,W,W,0,https://youtu.be/H6fOaMenMwk,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Sebas,Yoshimitsu,Gontranno,Astaroth,8,PW,LB,LB,LB,0,PL,W,W,W,0,https://youtu.be/H6fOaMenMwk,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Sebas,Yoshimitsu,Gontranno,Astaroth,8,W,W,W,0,0,LB,LB,LB,0,0,https://youtu.be/H6fOaMenMwk,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Gontranno,Astaroth,Sebas,Yoshimitsu,8,LB,W,LY,LY,0,W,LB,W,W,0,https://youtu.be/H6fOaMenMwk,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Gontranno,Astaroth,Sebas,Yoshimitsu,8,W,LY,W,W,0,LB,W,LB,LB,0,https://youtu.be/H6fOaMenMwk,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Sebas,Yoshimitsu,Gontranno,Astaroth,9,W,W,W,0,0,LB,LB,LB,0,0,https://youtu.be/X1mY-8JKr2I,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Gontranno,Astaroth,Sebas,Yoshimitsu,9,LY,LB,LY,0,0,W,W,W,0,0,https://youtu.be/X1mY-8JKr2I,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Gontranno,Astaroth,Sebas,Yoshimitsu,9,LY,LB,W,LY,0,W,W,LY,W,0,https://youtu.be/X1mY-8JKr2I,SSLT 10,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t64dCo8l5eHDH4HJ7XcQgPk,https://challonge.com/es/hl6g1a17,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Fire Red,Groh,wylde,Nightmare,1,LB,W,LB,W,LB,W,LY,W,LB,W,https://youtu.be/rMA50_1354o,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
Fire Red,Taki,wylde,Nightmare,1,PL,LB,W,W,LB,PW,W,LB,LB,W,https://youtu.be/rMA50_1354o,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
Kovas,Ivy,Imano,Haohmaru,2,W,W,W,0,0,LB,LY,LB,0,0,https://youtu.be/cr5BiU9rC24,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
Imano,Haohmaru,Kovas,Ivy,2,LB,W,W,LY,W,W,LB,LB,W,LY,https://youtu.be/cr5BiU9rC24,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
Kovas,Ivy,Imano,Haohmaru,2,W,LB,W,W,0,LB,W,LB,LB,0,https://youtu.be/cr5BiU9rC24,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
JaffarWolf,Yoshimitsu,Sigfrancis,Yoshimitsu,3,W,LB,W,W,0,LB,W,LB,LY,0,https://youtu.be/xLtq7FRKzho,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
Sigfrancis,Siegfried,JaffarWolf,Yoshimitsu,3,LY,W,LY,W,W,W,LB,W,LB,LY,https://youtu.be/xLtq7FRKzho,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
JaffarWolf,Yoshimitsu,Sigfrancis,Siegfried,3,W,W,LY,LY,W,LY,LY,W,W,LY,https://youtu.be/xLtq7FRKzho,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
raynarrok,Azwel,wylde,Nightmare,4,LB,LY,LY,0,0,W,W,W,0,0,https://youtu.be/9-P2rhzFXZc,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
raynarrok,Xianghua,wylde,Nightmare,4,LY,W,LY,LB,0,W,LB,W,W,0,https://youtu.be/9-P2rhzFXZc,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
Sigfrancis,Hwang,Imano,Haohmaru,5,LB,W,W,W,0,W,LB,LY,LY,0,https://youtu.be/FFL-Zzs8Fdc,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
Imano,Haohmaru,Sigfrancis,Hwang,5,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/FFL-Zzs8Fdc,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
JaffarWolf,Yoshimitsu,Kovas,Ivy,6,W,LY,PW,LB,LY,LY,W,PL,W,W,https://youtu.be/kx2h-oxhJ0I,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
JaffarWolf,Yoshimitsu,Kovas,Ivy,6,LB,LB,PW,W,W,W,W,PL,LB,LB,https://youtu.be/kx2h-oxhJ0I,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
Kovas,Ivy,JaffarWolf,Yoshimitsu,6,W,LY,PL,PW,LB,LB,W,PW,PL,W,https://youtu.be/kx2h-oxhJ0I,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
Sigfrancis,Zasalamel,raynarrok,Azwel,7,W,PW,W,0,0,LY,PL,LB,0,0,https://youtu.be/nJ8fM7o3vDo,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
raynarrok,Amy,Sigfrancis,Zasalamel,7,LB,LB,W,W,LY,W,W,LB,LB,W,https://youtu.be/nJ8fM7o3vDo,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
Fire Red,Groh,Kovas,Ivy,8,LB,LY,LY,0,0,W,W,W,0,0,https://youtu.be/voTfqBWDXFQ,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
Fire Red,Taki,Kovas,Ivy,8,LB,LY,W,LY,0,W,W,LY,W,0,https://youtu.be/voTfqBWDXFQ,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
JaffarWolf,Yoshimitsu,wylde,Nightmare,9,LY,W,PL,LB,0,W,LB,PW,W,0,https://youtu.be/NbBkX0ZMea8,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
JaffarWolf,Yoshimitsu,wylde,Nightmare,9,LB,W,LY,LB,0,W,LY,W,W,0,https://youtu.be/NbBkX0ZMea8,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
JaffarWolf,Yoshimitsu,wylde,Nightmare,9,LY,W,W,W,0,W,LY,LB,LB,0,https://youtu.be/NbBkX0ZMea8,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
wylde,Nightmare,JaffarWolf,Yoshimitsu,9,LB,W,W,LB,LB,W,LB,LB,W,W,https://youtu.be/NbBkX0ZMea8,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
wylde,Nightmare,JaffarWolf,Yoshimitsu,9,W,LB,LY,W,PL,LY,W,W,LB,PW,https://youtu.be/NbBkX0ZMea8,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
Sigfrancis,Hwang,Kovas,Ivy,10,LB,W,W,LY,W,W,LB,LY,W,LY,https://youtu.be/Odxqu1bx0tU,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
Kovas,Ivy,Sigfrancis,Hwang,10,LB,LY,W,W,LB,W,W,LY,LB,W,https://youtu.be/Odxqu1bx0tU,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT2,,
