player1,character1,player2,character2,duel,r1_p1,r2_p1,r3_p1,r4_p1,r5_p1,r1_p2,r2_p2,r3_p2,r4_p2,r5_p2,video,event,playlist,brackets,platform,game,version,region,duel_type,p1_team,p2_team
Sigfrancis,Siegfried,wylde,Nightmare,11,LB,PL,W,W,LB,W,PW,LB,LB,W,https://youtu.be/C8M_-WxAZE0,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
Sigfrancis,Siegfried,wylde,Nightmare,11,LB,LY,LB,0,0,W,W,W,0,0,https://youtu.be/C8M_-WxAZE0,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
Sigfrancis,Yoshimitsu,wylde,Nightmare,11,LY,LB,LB,0,0,W,W,W,0,0,https://youtu.be/C8M_-WxAZE0,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
JaffarWolf,Yoshimitsu,wylde,Nightmare,12,LB,LB,W,PL,0,W,W,LY,PW,0,https://youtu.be/Pf-wvdCSEj8,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
JaffarWolf,Yoshimitsu,wylde,Nightmare,12,W,LB,LB,LB,0,LY,W,W,W,0,https://youtu.be/Pf-wvdCSEj8,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
JaffarWolf,Yoshimitsu,wylde,Nightmare,12,LB,W,LY,W,LB,W,LB,W,LY,W,https://youtu.be/Pf-wvdCSEj8,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
JaffarWolf,Yoshimitsu,wylde,Nightmare,13,W,LB,LB,LB,0,LY,W,W,W,0,https://youtu.be/QvdLUsXOdrM,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
JaffarWolf,Yoshimitsu,wylde,Nightmare,13,LY,LB,LB,0,0,W,W,W,0,0,https://youtu.be/QvdLUsXOdrM,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
JaffarWolf,Yoshimitsu,wylde,Nightmare,13,LB,W,LY,W,LY,W,LY,W,LY,W,https://youtu.be/QvdLUsXOdrM,SSLT 11,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7qd1ccQTkclZDIKJHr6J5_,https://challonge.com/es/n6aamya3,PC,Soul Calibur VI,2.31,SAS,FT3,,
Junixart,Talim,Sagadalius,Voldo,1,W,W,W,0,0,LB,LB,LY,0,0,https://youtu.be/wuiw0i-X-_c,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Sagadalius,Voldo,Junixart,Talim,1,W,W,LB,LB,LB,LB,LY,W,W,W,https://youtu.be/wuiw0i-X-_c,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Mastodon,Seong Mi-na,Estaries,Raphael,2,W,LB,LB,LB,0,LY,W,W,W,0,https://youtu.be/yqiKIBVn3v0,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Mastodon,Talim,Estaries,Raphael,2,W,LB,W,LB,LB,LB,W,LB,W,W,https://youtu.be/yqiKIBVn3v0,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Ozkuervo,Maxi,Marv,Seong Mi-na,3,LB,LY,LY,0,0,W,W,W,0,0,https://youtu.be/oc4D1jrQF8w,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Ozkuervo,Maxi,Marv,Seong Mi-na,3,PL,PW,W,W,0,PW,PL,LY,LB,0,https://youtu.be/oc4D1jrQF8w,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Marv,Seong Mi-na,Ozkuervo,Maxi,3,W,W,PL,W,0,LB,LB,PW,LB,0,https://youtu.be/oc4D1jrQF8w,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
E1000,Taki,Sebas,Yoshimitsu,4,LB,W,LB,W,W,W,LB,W,LB,LB,https://youtu.be/ByPIbgY-bUI,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Sebas,Yoshimitsu,E1000,Taki,4,PL,W,LB,W,W,PW,LB,W,LB,LY,https://youtu.be/ByPIbgY-bUI,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
E1000,Taki,Sebas,Yoshimitsu,4,W,LY,W,W,0,LB,W,LB,LB,0,https://youtu.be/ByPIbgY-bUI,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Ozkuervo,Maxi,Mastodon,Xianghua,5,LB,LB,W,W,W,W,W,LB,LY,LY,https://youtu.be/CSrYww7alQ0,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Mastodon,Seong Mi-na,Ozkuervo,Maxi,5,LB,W,W,LB,W,W,LB,LB,W,LY,https://youtu.be/CSrYww7alQ0,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Ozkuervo,Maxi,Mastodon,Seong Mi-na,5,LB,W,W,LB,LB,W,LB,LY,W,W,https://youtu.be/CSrYww7alQ0,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Sagadalius,Voldo,Sebas,Yoshimitsu,6,W,W,LB,LB,LB,LY,LY,W,W,W,https://youtu.be/LAIk9UXqico,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Sagadalius,Voldo,Sebas,Yoshimitsu,6,LY,LB,LB,0,0,W,W,W,0,0,https://youtu.be/LAIk9UXqico,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Junixart,Talim,Beowulf,Mitsurugi,7,W,W,PW,0,0,LB,LY,PL,0,0,https://youtu.be/Coi3pNXLwdo,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Beowulf,Mitsurugi,Junixart,Talim,7,W,LB,LY,W,LB,LB,W,W,LY,W,https://youtu.be/Coi3pNXLwdo,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Estaries,Raphael,Gontranno,Astaroth,8,W,LY,W,W,0,LB,W,LB,LB,0,https://youtu.be/4TKSs9KCnhM,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Gontranno,Astaroth,Estaries,Raphael,8,W,W,W,0,0,LY,LY,LB,0,0,https://youtu.be/4TKSs9KCnhM,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Estaries,Raphael,Gontranno,Astaroth,8,LY,LY,W,LB,0,W,W,LB,W,0,https://youtu.be/4TKSs9KCnhM,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Mastodon,Talim,Beowulf,Mitsurugi,9,LB,PW,LB,W,LY,W,PL,W,LB,W,https://youtu.be/jCXvHEUOnRg,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Mastodon,Seong Mi-na,Beowulf,Mitsurugi,9,W,LY,W,LB,W,LY,W,LY,W,LB,https://youtu.be/jCXvHEUOnRg,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Beowulf,Mitsurugi,Mastodon,Seong Mi-na,9,PL,W,W,W,0,PW,LB,LB,LY,0,https://youtu.be/jCXvHEUOnRg,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Estaries,Xianghua,Sebas,Yoshimitsu,10,W,W,LB,LB,W,LB,LY,W,W,LB,https://youtu.be/UaXiBTpg-G0,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Sebas,Yoshimitsu,Estaries,Xianghua,10,W,LB,W,W,0,LB,W,LB,LB,0,https://youtu.be/UaXiBTpg-G0,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Estaries,Xianghua,Sebas,Yoshimitsu,10,W,W,PW,0,0,LB,LB,PL,0,0,https://youtu.be/UaXiBTpg-G0,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Marv,Seong Mi-na,Junixart,Talim,11,LY,PW,LB,W,LB,W,PL,W,LY,W,https://youtu.be/w37R3vlTAsE,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Marv,Seong Mi-na,Junixart,Talim,11,LY,LY,W,W,LY,W,W,LB,LB,W,https://youtu.be/w37R3vlTAsE,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
E1000,Taki,Gontranno,Astaroth,12,LB,W,LB,LB,0,W,LB,W,W,0,https://youtu.be/8PbVq3NlG5c,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
E1000,Taki,Gontranno,Astaroth,12,LB,W,W,LY,LY,W,LB,LB,W,W,https://youtu.be/8PbVq3NlG5c,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Marv,Seong Mi-na,Estaries,Raphael,13,W,PW,W,0,0,LY,PL,LY,0,0,https://youtu.be/2jFDnV5gzac,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Estaries,Raphael,Marv,Seong Mi-na,13,LY,LY,LB,0,0,W,W,W,0,0,https://youtu.be/2jFDnV5gzac,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
E1000,Taki,Beowulf,Mitsurugi,14,W,PW,W,0,0,LB,PL,LB,0,0,https://youtu.be/CI2vce28P_8,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Beowulf,Mitsurugi,E1000,Taki,14,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/CI2vce28P_8,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Marv,Seong Mi-na,E1000,Azwel,15,PW,W,W,0,0,PL,LY,LB,0,0,https://youtu.be/QYHajyLEDqM,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
E1000,Azwel,Marv,Seong Mi-na,15,LY,LB,W,W,W,W,W,LY,LB,LY,https://youtu.be/QYHajyLEDqM,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Marv,Taki,E1000,Azwel,15,LY,LB,LB,0,0,W,W,W,0,0,https://youtu.be/QYHajyLEDqM,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT2,,
Junixart,Seong Mi-na,Gontranno,Astaroth,16,LB,W,W,LB,W,W,LY,LB,W,LY,https://youtu.be/Oi3QZertY8Q,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Gontranno,Astaroth,Junixart,Seong Mi-na,16,LY,W,W,LB,W,W,LB,LY,W,LY,https://youtu.be/Oi3QZertY8Q,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Junixart,Seong Mi-na,Gontranno,Astaroth,16,W,W,LB,W,0,LY,LB,W,LB,0,https://youtu.be/Oi3QZertY8Q,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Gontranno,Astaroth,Junixart,Seong Mi-na,16,W,LB,LB,W,W,LB,W,W,LY,LB,https://youtu.be/Oi3QZertY8Q,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Junixart,Seong Mi-na,Gontranno,Astaroth,16,W,W,LY,W,0,LB,LB,W,LY,0,https://youtu.be/Oi3QZertY8Q,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
E1000,Azwel,Gontranno,Astaroth,17,W,LB,W,PL,W,LY,W,LY,PW,LY,https://youtu.be/c0J4KHuowyg,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Gontranno,Astaroth,E1000,Azwel,17,LY,LB,W,PW,LB,W,W,LB,PL,W,https://youtu.be/c0J4KHuowyg,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Gontranno,Astaroth,E1000,Azwel,17,W,W,W,0,0,LB,LY,LB,0,0,https://youtu.be/c0J4KHuowyg,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
E1000,Azwel,Gontranno,Astaroth,17,W,W,W,0,0,LB,LY,LB,0,0,https://youtu.be/c0J4KHuowyg,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Junixart,Talim,E1000,Taki,18,W,W,W,0,0,LB,LY,LY,0,0,https://youtu.be/XuuL2I5XTm4,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
E1000,Taki,Junixart,Talim,18,W,W,W,0,0,LB,LB,LB,0,0,https://youtu.be/XuuL2I5XTm4,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Junixart,Talim,E1000,Taki,18,LB,LY,LY,0,0,W,W,W,0,0,https://youtu.be/XuuL2I5XTm4,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Junixart,Talim,E1000,Taki,18,W,LB,W,LB,W,LB,W,LB,W,LB,https://youtu.be/XuuL2I5XTm4,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
E1000,Taki,Junixart,Talim,18,LY,LY,LB,0,0,W,W,W,0,0,https://youtu.be/XuuL2I5XTm4,SSLT 12,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EYKNnomQL2Pnrf28VjJNQ,https://challonge.com/es/qa9kvzt4,PS4,Soul Calibur VI,2.31,SAS,FT3,,
Eche,Seong Mi-na,Imano,Haohmaru,1,W,W,W,0,0,LB,LY,LB,0,0,https://youtu.be/I13FUPLY7tE,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,Birra y Faso,L.O.S.E.R.S.
Imano,Haohmaru,Eche,Seong Mi-na,1,LB,PL,LB,0,0,W,PW,W,0,0,https://youtu.be/I13FUPLY7tE,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,L.O.S.E.R.S.,Birra y Faso
Kovas,Ivy,Eche,Seong Mi-na,2,W,LY,LY,W,W,LY,W,W,LB,LB,https://youtu.be/Rj8IjDWFrMw,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,L.O.S.E.R.S.,Birra y Faso
Eche,Seong Mi-na,Kovas,Ivy,2,LY,W,W,LY,W,W,LB,LB,W,LB,https://youtu.be/Rj8IjDWFrMw,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,Birra y Faso,L.O.S.E.R.S.
Kovas,Ivy,Eche,Seong Mi-na,2,LB,W,LB,LB,0,W,LY,W,W,0,https://youtu.be/Rj8IjDWFrMw,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,L.O.S.E.R.S.,Birra y Faso
Sigfrancis,Yoshimitsu,KeyMaster,Nightmare,3,LB,W,W,W,0,W,LB,LB,LB,0,https://youtu.be/eN6J4wuaMIg,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,Reversal Edge Lovers Por Ejemplo,Eternal Pieces
KeyMaster,Seong Mi-na,Sigfrancis,Yoshimitsu,3,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/eN6J4wuaMIg,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,Eternal Pieces,Reversal Edge Lovers Por Ejemplo
Camus,Taki,Sigfrancis,Yoshimitsu,4,W,LB,W,W,0,LB,W,LB,LB,0,https://youtu.be/3jkeaI4Sq0s,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,Eternal Pieces,Reversal Edge Lovers Por Ejemplo
Sigfrancis,Hwang,Camus,Taki,4,LB,W,LB,LY,0,W,LB,W,W,0,https://youtu.be/3jkeaI4Sq0s,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,Reversal Edge Lovers Por Ejemplo,Eternal Pieces
JaffarWolf,Yoshimitsu,Camus,Taki,5,W,LB,LB,W,LY,LY,W,W,LB,W,https://youtu.be/I6oXE7v-XKo,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,Reversal Edge Lovers Por Ejemplo,Eternal Pieces
JaffarWolf,Yoshimitsu,Camus,Taki,5,LB,W,W,LB,W,W,LY,LY,W,LY,https://youtu.be/I6oXE7v-XKo,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,Reversal Edge Lovers Por Ejemplo,Eternal Pieces
Camus,Taki,JaffarWolf,Yoshimitsu,5,PW,W,LB,W,0,PL,LB,W,LB,0,https://youtu.be/I6oXE7v-XKo,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,Eternal Pieces,Reversal Edge Lovers Por Ejemplo
Imano,Haohmaru,Sigfrancis,Siegfried,6,W,PL,LB,LB,0,LY,PW,W,W,0,https://youtu.be/1YXLvx1u2Bk,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,L.O.S.E.R.S.,Reversal Edge Lovers Por Ejemplo
Imano,Haohmaru,Sigfrancis,Siegfried,6,W,LB,PW,LY,LY,LY,W,PL,W,W,https://youtu.be/1YXLvx1u2Bk,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,L.O.S.E.R.S.,Reversal Edge Lovers Por Ejemplo
Kovas,Raphael,Sigfrancis,Siegfried,7,W,LB,LY,W,LB,LY,W,W,LY,W,https://youtu.be/RsO5Qq7GGk4,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,L.O.S.E.R.S.,Reversal Edge Lovers Por Ejemplo
Kovas,Raphael,Sigfrancis,Siegfried,7,LB,LY,PW,PL,0,W,W,PL,PW,0,https://youtu.be/RsO5Qq7GGk4,SSLTT 1,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6K19ivzeSv95FFWJbXXKwO,https://challonge.com/es/t5lrv6vh,PC,Soul Calibur VI,2.31,SAS,FT2,L.O.S.E.R.S.,Reversal Edge Lovers Por Ejemplo
